scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,market_sentiment,crypto_influence,stock_downfall_rate,stock_increase_rate,factors_affecting,investor_count,expected_profit
SBI Banking and PSU Fund,500,5000,0.35,4982,10,Rajeev Radhakrishnan,1.17,4.72,2.06,2.4,0.73,3,SBI Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.8,6.2,7,Negative,Medium,1.22,4.48,Inflation,50422,16.03
SBI BlueChip Fund,500,5000,0.9,33987,10,Sohini Andani,3.98,1.08,16.39,0.96,1.39,6,SBI Mutual Fund,3,Equity,Large Cap Mutual Funds,4.2,27,11.4,Positive,High,4.78,3.61,Inflation,84106,14.15
SBI Conservative Hybrid Fund,500,5000,0.57,7250,10,Saurabh Pant,4.24,5.19,4.11,0.56,2.23,5,SBI Mutual Fund,4,Hybrid,Conservative Hybrid Mutual Funds,6.2,13.8,8.8,Neutral,High,5.06,4.68,Government Policies,62899,12.32
SBI Consumption Opportunities Fund,500,5000,1.18,1185,10,Saurabh Pant,3.65,10.04,15.53,0.76,1.77,6,SBI Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.1,31,12.7,Neutral,Medium,2.33,3.84,Global Events,13392,7
SBI Contra Fund,500,5000,0.91,8340,10,Dinesh Balachandran,4.43,15.26,16.56,0.89,2.13,6,SBI Mutual Fund,5,Equity,Contra Funds,15,43.4,15.6,Positive,High,0.8,0.46,Interest Rates,45724,8.92
SBI Corporate Bond Fund,500,5000,0.34,16551,4,Rajeev Radhakrishnan,1.54,1.51,1.88,0.75,0.92,2,SBI Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.1,6.4,,Positive,Medium,7.77,14.57,Government Policies,33299,11.29
SBI Credit Risk Fund,500,10000,0.92,2782,10,Lokesh Mallya,2.05,2.96,1.82,0.17,1.5,5,SBI Mutual Fund,3,Debt,Credit Risk Funds,5.2,7.2,7,Neutral,Medium,1.22,3.31,Government Policies,16641,13.99
SBI Dynamic Bond Fund,500,5000,0.87,2407,10,Dinesh Ahuja,0.88,1.34,2.49,1.06,0.66,3,SBI Mutual Fund,4,Debt,Dynamic Bond,5.9,5.9,7.9,Negative,Medium,5.94,11.01,Government Policies,80534,12.71
SBI Equity Hybrid Fund,500,1000,0.79,54492,10,R Srinivasan,2.77,0.1,11.8,0.79,1.25,6,SBI Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,-1.9,18.4,10.8,Neutral,Medium,9.36,11.44,Inflation,7305,9.32
SBI Equity Minimum Variance – Direct Growth,500,5000,0.42,134,4,Raviprakash Sharma,3.09,2.72,14.84,0.81,1.47,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,4.9,27,,Positive,Medium,8.76,13.94,Market Trends,99262,5.1
SBI Equity Savings Fund,500,1000,0.67,2264,8,Neeraj Kumar,3.49,2.91,6.94,1.02,1.47,4,SBI Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,2.2,14.6,8.1,Neutral,Low,2.78,0.46,Interest Rates,19782,12.44
SBI Flexi Cap Fund,500,1000,0.85,15602,10,R Srinivasan,3.25,0.62,15.31,0.88,1.4,6,SBI Mutual Fund,3,Equity,Flexi Cap Funds,-1,25.2,11,Positive,High,8.51,13.08,Global Events,79257,9.28
SBI Floating Rate Debt Fund,500,5000,0.26,1604,2,Rajeev Radhakrishnan,-,-,-,-,-,2,SBI Mutual Fund,3,Debt,Floater Mutual Funds,5,,,Neutral,Low,0,7.91,Global Events,78963,16.02
SBI FMP – Series 1 (3668 Days) – Direct Growth,0,5000,0,40,4,Ranjana Gupta,1,9.3,3.62,5.09,0.69,3,SBI Mutual Fund,0,Debt,Fixed Maturity Plans,4.8,6.2,,Negative,High,0.18,9.49,Market Trends,21566,5.36
SBI Focused Equity Fund,500,5000,0.69,26561,10,R Srinivasan,2.61,-0.62,15.84,0.81,1.17,6,SBI Mutual Fund,3,Equity,Focused Funds,-4.9,22,12.2,Neutral,Low,6.03,9.67,Government Policies,68766,13.77
SBI Gold Fund,500,5000,0.1,1265,10,Raviprakash Sharma,0.95,-0.94,13.62,0.98,0.44,6,SBI Mutual Fund,3,Other,FoFs Domestic,14.8,11.9,13.4,Neutral,Medium,3.65,12.3,Interest Rates,7511,19.12
SBI Healthcare Opportunities Fund,500,5000,1.09,1574,10,Tanmaya Desai,2.12,4.45,19.03,0.87,1.09,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-1.6,25.7,13.6,Positive,High,3.86,5,Global Events,27177,7.62
SBI Infrastructure Fund,500,5000,1.88,927,10,Bhavin Vithiani,4,10.52,16.14,0.57,1.79,6,SBI Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,12.8,33.5,13,Positive,High,5.64,11,Global Events,5765,12.07
SBI Large & Midcap Fund,500,5000,0.99,9441,10,Saurabh Pant,3.24,6.49,16.04,0.89,1.67,6,SBI Mutual Fund,5,Equity,Large & Mid Cap Funds,6.5,30.2,13.6,Positive,Low,1.92,7.93,Government Policies,21354,6.37
SBI Liquid Fund,500,500,0.18,57052,10,R Arun,4.07,1.35,0.38,0.76,0.88,2,SBI Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3,Neutral,Low,2.12,11.9,Market Trends,24929,14.39
SBI Long Term Advantage Fund,0,500,1.75,164,6,R Srinivasan,3.93,12.2,18.27,0.87,1.79,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,0.1,43.3,19.5,Negative,High,4.85,14.86,Interest Rates,29820,13.26
SBI Long Term Advantage Fund,0,500,1.76,57,7,R Srinivasan,3.71,10.16,15.74,0.83,1.9,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1.1,36.2,15.4,Positive,Low,7.54,3.01,Market Trends,30523,11.11
SBI Long Term Advantage Fund,0,500,1.76,30,8,R Srinivasan,3.76,9.72,15.74,0.83,1.85,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,0.5,35.5,14.5,Positive,Low,6.19,14.92,Market Trends,72088,12.82
SBI Long Term Advantage Fund,0,500,1.76,36,8,R Srinivasan,3.69,10.17,15.98,0.84,1.87,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1,36.4,14,Neutral,Low,2.97,1.35,Interest Rates,67163,18.45
SBI Long Term Advantage Fund,0,500,1.76,222,5,R Srinivasan,3.73,4.52,15.18,0.84,1.61,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,4.5,28.2,,Positive,Medium,4.3,0.03,Interest Rates,78525,7.94
SBI Long Term Advantage Fund,0,500,1.76,278,5,R Srinivasan,3.18,-0.17,15.54,0.88,1.32,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,-2.7,25.1,,Negative,Medium,1.71,0.66,Global Events,14780,5.34
SBI Long Term Equity Fund,500,500,1.07,12158,10,Dinesh Balachandran,3.21,3.78,15.64,0.9,1.59,6,SBI Mutual Fund,3,Equity,ELSS Mutual Funds,8.7,30.1,11.6,Negative,Low,0.75,5.13,Global Events,7589,17.92
SBI Magnum Children’s Benefit Fund,500,5000,0.86,89,10,Rajeev Radhakrishnan,3.92,6.29,6.03,0.57,1.72,4,SBI Mutual Fund,4,Solution Oriented,Childrens Funds,3.1,15.2,8.3,Positive,Low,7.83,9.49,Interest Rates,35812,13.66
SBI Magnum Comma Fund,500,5000,2.03,417,10,Richard Dsouza,2.37,1.41,21.13,1.06,1.24,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-12.1,30.9,11.3,Positive,Medium,2.65,1.04,Inflation,94664,18.36
SBI Magnum Equity ESG Fund,500,1000,1.35,4456,10,Rohit Shimpi,2.88,-0.26,15.89,0.92,1.29,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-2.7,24.2,12.2,Neutral,Medium,1.78,0.08,Global Events,46939,13.95
SBI Magnum Gilt Fund,500,5000,0.46,4301,10,Dinesh Ahuja,1.1,1.45,2.66,0.53,0.77,3,SBI Mutual Fund,5,Debt,Gilt Mutual Funds,5.7,6.1,8.3,Negative,High,6.92,14.06,Inflation,52493,17.15
SBI Magnum Global Fund,500,5000,1.25,5257,10,R Srinivasan,2.42,3.66,13.28,0.64,1.42,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,1.6,24.1,11.5,Negative,High,6.18,12.33,Interest Rates,94326,11.45
SBI Magnum Income Fund,500,5000,0.8,1510,10,Dinesh Ahuja,1.56,1.92,2.35,1.04,0.94,4,SBI Mutual Fund,4,Debt,Medium to Long Duration Funds,4.8,6.9,7.8,Positive,Medium,6.33,12.14,Global Events,41953,16.25
SBI Magnum Low Duration Fund,500,5000,0.4,7717,10,Rajeev Radhakrishnan,3.47,3.11,0.8,1.37,1.58,3,SBI Mutual Fund,3,Debt,Low Duration Funds,5.2,5.6,6.4,Neutral,Low,2.29,13.27,Market Trends,66785,18.7
SBI Magnum Medium Duration Fund,500,5000,0.69,7087,10,Dinesh Ahuja,2.05,2.34,2.19,0.87,1.18,4,SBI Mutual Fund,4,Debt,Medium Duration Funds,4.6,7.2,7.9,Negative,Low,2.33,10.5,Interest Rates,20309,13.58
SBI Magnum Midcap Fund,500,5000,0.97,8732,10,Sohini Andani,3.93,5.5,17.15,0.91,1.89,6,SBI Mutual Fund,4,Equity,Mid Cap Mutual Funds,6.4,37,13.5,Negative,Low,2.21,1.57,Government Policies,55195,7.71
SBI Magnum Ultra Short Duration Fund,2000,5000,0.31,8907,10,R Arun,3.14,2.47,0.58,1.2,1.49,2,SBI Mutual Fund,2,Debt,Ultra Short Duration Funds,5.2,5.1,6.1,Neutral,Low,1.74,5.99,Inflation,26901,9.03
SBI Multi Asset Allocation Fund,500,5000,0.88,609,10,Dinesh Balachandran,2.98,2.18,8.2,0.48,1.35,6,SBI Mutual Fund,3,Hybrid,Multi Asset Allocation Mutual Funds,5.9,16.1,9.6,Neutral,High,6.56,10.85,Interest Rates,24576,7.98
SBI Nifty Index Fund,500,5000,0.18,3324,10,Raviprakash Sharma,3.47,-0.69,16.8,1,1.31,6,SBI Mutual Fund,3,Other,Index Funds,0.9,26,11.8,Negative,Medium,8.48,4.21,Interest Rates,32508,8.7
SBI Overnight Fund,2000,5000,0.1,19888,10,R Arun,-0.25,0.56,0.35,0.43,-0.05,1,SBI Mutual Fund,2,Debt,Overnight Mutual Funds,5.3,3.9,4.6,Negative,Low,7.24,10.31,Global Events,75711,9.6
SBI PSU Fund,500,5000,1.42,505,10,Richard Dsouza,2.32,-0.18,19.98,0.78,1.1,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,16,26.3,7.4,Neutral,High,7.92,0.37,Global Events,26464,13.33
SBI Savings Fund,500,500,0.23,19441,10,R Arun,4.1,2.73,0.59,1.19,1.93,3,SBI Mutual Fund,3,Debt,Money Market Funds,5.5,5.3,6.2,Negative,Low,4.05,4.59,Global Events,61281,13.82
SBI Short Term Debt Fund,500,5000,0.35,13289,10,Rajeev Radhakrishnan,1.57,5,1.7,2.44,1.02,2,SBI Mutual Fund,3,Debt,Short Duration Funds,4.6,6.4,6.8,Positive,Medium,6.54,8.24,Government Policies,17260,11.4
SBI Small Cap Fund,500,5000,0.7,15395,10,R Srinivasan,4.07,6.48,16.81,0.75,1.88,6,SBI Mutual Fund,4,Equity,Small Cap Mutual Funds,8.2,38.3,15.3,Positive,High,3.54,9.48,Global Events,36440,14.23
SBI Tax Advantage Fund,0,500,1.76,28,9,R Srinivasan,4.1,9.96,16.07,0.84,1.85,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1.9,41.1,21.8,Neutral,Medium,5.26,8.66,Interest Rates,96082,6.22
SBI Technology Opportunities Fund,500,5000,0.87,2861,10,Saurabh Pant,2.36,8.38,19.71,0.77,1.51,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-8.7,37.1,21,Neutral,Medium,4.82,10.47,Global Events,57683,6.32
Shriram Balanced Advantage Fund,1000,5000,0.6,48,4,Deepak Ramaraju,2.42,-0.22,7.82,0.53,1.22,6,Shriram Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,2.9,13.9,,Neutral,High,1.77,0.09,Market Trends,42430,7.58
Shriram Flexi Cap Fund,1000,5000,0.65,60,4,Deepak Ramaraju,2.74,-2.52,14.68,0.85,1.19,6,Shriram Mutual Fund,2,Equity,Flexi Cap Funds,1.4,21.5,,Positive,High,3.87,1.51,Global Events,2987,12.77
Shriram Hybrid Equity Fund,1000,5000,0.65,56,9,Deepak Ramaraju,2.79,-1.5,11.64,0.81,1.16,6,Shriram Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,0.7,17.7,8.9,Negative,High,9.64,13.03,Government Policies,26105,8.21
Shriram Long Term Equity Fund,500,500,0.6,36,4,Deepak Ramaraju,2.37,-3.01,14.39,0.83,1.14,6,Shriram Mutual Fund,3,Equity,ELSS Mutual Funds,0.8,20.1,,Positive,High,2.49,10.23,Market Trends,79484,9.25
Sundaram Aggressive Hybrid Fund,100,100,0.67,2981,10,S Bharath,4.11,2.31,11.63,0.8,1.46,5,Sundaram Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,1.2,21.7,9.7,Negative,High,1.34,1.69,Interest Rates,14026,11
Sundaram Arbitrage Fund,500,100,0.28,108,7,Rohit Seksaria,0.48,0.75,0.7,0.39,0.33,2,Sundaram Mutual Fund,1,Hybrid,Arbitrage Mutual Funds,5.3,3.3,2.8,Positive,High,4.19,12.63,Interest Rates,69309,17.18
Sundaram Balanced Advantage Fund,500,100,0.62,1532,10,S Bharath,3.24,2.13,7.66,0.51,1.51,4,Sundaram Mutual Fund,5,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.9,11.9,7.2,Negative,High,7.9,3.63,Inflation,46927,5.21
Sundaram Banking & PSU Debt Fund,250,5000,0.19,450,10,Dwijendra Srivastava,0.73,3.49,1.35,2.13,0.48,2,Sundaram Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.5,5,6.1,Positive,Low,5.82,7.17,Market Trends,76414,14.74
Sundaram Consumption Fund,100,100,1.46,1106,10,Ratish Varier,3.32,0.56,14.69,0.8,1.28,6,Sundaram Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,7.3,22.5,8.8,Neutral,Medium,6.81,2.18,Inflation,58535,15.03
Sundaram Corporate Bond Fund,250,5000,0.28,996,10,Dwijendra Srivastava,2.14,1.84,1.74,0.58,1.15,2,Sundaram Mutual Fund,4,Debt,Corporate Bond Mutual Funds,4.5,6.8,7.3,Positive,High,1.9,10.65,Market Trends,43946,16.98
Sundaram Debt Oriented Hybrid Fund,100,5000,1.2,30,10,Dwijendra Srivastava,3.43,2.48,5.16,0.62,1.33,3,Sundaram Mutual Fund,2,Hybrid,Conservative Hybrid Mutual Funds,4.1,11.6,6.2,Negative,Low,6.19,10,Market Trends,57561,18.99
Sundaram Diversified Equity – Direct Growth,100,500,1.66,1623,10,Sudhir Kedia,3.5,0.65,15.5,0.9,1.41,6,Sundaram Mutual Fund,2,Equity,ELSS Mutual Funds,2.2,26.1,8.9,Positive,Low,3.24,3.17,Government Policies,11377,5.3
Sundaram Dividend Yield Fund,500,5000,1.02,382,10,Ratish Varier,4.03,2.79,13.93,0.8,1.55,6,Sundaram Mutual Fund,0,Equity,Dividend Yield Funds,3.2,26.4,11.7,Positive,Low,8.34,12.95,Inflation,54592,7.31
Sundaram Emerging Small Cap Series III – Dir Growth,0,5000,0.75,297,5,Rohit Seksaria,4.45,8.84,19.13,0.86,1.97,2,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,9.4,43.7,,Positive,Medium,6.29,6.02,Government Policies,8347,18.29
Sundaram Emerging Small Cap Series IV – Dir Growth,0,5000,0.75,208,5,Rohit Seksaria,4.29,7.54,18.88,0.85,1.9,4,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,6.7,41.4,,Neutral,High,1.99,4.39,Market Trends,34776,11.88
Sundaram Emerging Small Cap Series V – Dir Growth,0,5000,0.79,79,5,Rohit Seksaria,4.56,8.3,19.15,0.86,1.93,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,7.6,42.3,,Positive,Low,0.65,2.28,Interest Rates,4783,13.47
Sundaram Emerging Small Cap Series VI – Dir Growth,0,5000,0.77,41,5,Rohit Seksaria,4.27,8.43,18.61,0.84,1.95,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,7.8,41.9,,Neutral,Medium,0.43,3.99,Market Trends,56798,14.95
Sundaram Emerging Small Cap Series VII – Dir Growth,0,5000,0.97,141,4,Rohit Seksaria,3.95,6.51,17.13,0.76,1.86,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,8,36.9,,Neutral,Medium,3.71,0.33,Government Policies,5298,15.19
Sundaram Equity Savings Fund,500,100,0.54,415,10,Sudhir Kedia,3.24,2.5,6.14,0.94,1.5,3,Sundaram Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,3.9,16.8,9.9,Positive,Medium,2.66,8.75,Inflation,71204,18.98
Sundaram Fin Serv Opportunities – Direct Growth,100,100,0.51,601,10,Rohit Seksaria,2.35,2.92,22.98,0.89,1.06,6,Sundaram Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.4,25.9,12.6,Positive,Low,6.46,12.63,Inflation,87207,19.95
Sundaram Focused Fund,100,300,1.2,771,10,Ravi Gopalakrishnan,2.47,-1.91,16.55,0.94,1.22,6,Sundaram Mutual Fund,4,Equity,Focused Funds,-1.8,24.5,13.1,Positive,High,4.99,8.23,Government Policies,56161,15.8
Sundaram Global Brand Fund,100,100,1.42,117,10,Rohit Seksaria,1.59,-,16.95,-,0.88,6,Sundaram Mutual Fund,0,Other,FoFs Overseas,2.4,20.5,7.7,Negative,Low,2.66,3.29,Inflation,61652,9.31
Sundaram Infrastructure Advantage Fund,100,100,1.87,594,10,Ashish Aggarwal,2.9,6.79,18.26,0.68,1.55,6,Sundaram Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,7.3,32.5,9.1,Positive,Low,1.49,0.51,Global Events,35484,18.2
Sundaram Large and Mid Cap Fund,100,100,0.72,4885,10,Ravi Gopalakrishnan,3.07,1.94,16.28,0.93,1.43,6,Sundaram Mutual Fund,3,Equity,Large & Mid Cap Funds,-1.3,25.4,11.7,Neutral,High,1.27,3.22,Interest Rates,99614,5.74
Sundaram Large Cap Fund,100,100,0.6,2855,2,Sudhir Kedia,3.64,-0.51,15.44,0.91,1.3,6,Sundaram Mutual Fund,5,Equity,Large Cap Mutual Funds,0.9,,,Positive,High,8.65,6.24,Interest Rates,21922,8.47
Sundaram Liquid Fund,2000,1000,0.17,4169,10,Dwijendra Srivastava,4.89,1.36,0.38,0.74,0.98,2,Sundaram Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.2,3.3,Negative,High,2.43,11.39,Interest Rates,35028,18.46
Sundaram Low Duration Fund,2000,1000,0.33,433,10,Dwijendra Srivastava,3.93,1.44,4.28,-1.59,0.83,2,Sundaram Mutual Fund,2,Debt,Low Duration Funds,5.6,4.9,1.8,Positive,Medium,6.52,2.82,Inflation,21316,8.84
Sundaram LT MC Tax Advantage Fund,0,500,1.22,27,6,Rohit Seksaria,3.85,13.85,20.25,0.98,1.82,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,1.4,42.8,9.5,Negative,High,8.11,10.8,Inflation,77996,8.31
Sundaram LT MC Tax Advantage Fund,0,500,1.23,31,5,Rohit Seksaria,4.1,15.38,20.47,0.98,1.88,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,3.8,44.8,9.8,Negative,Low,6.14,13,Market Trends,17968,7.07
Sundaram LT MC Tax Advantage Fund,0,500,1.26,62,6,Rohit Seksaria,3.89,13.76,19.92,0.95,1.81,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,3.5,42.3,8.6,Positive,High,8.6,6.81,Market Trends,31266,17.89
Sundaram LT Tax Advantage Fund,0,500,1.3,18,5,Rohit Seksaria,4.32,13.41,18.95,0.93,1.86,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,5.4,46.9,,Neutral,Low,3.92,12.32,Interest Rates,96745,12.5
Sundaram LT Tax Advantage Fund,0,500,1.2,10,7,Rohit Seksaria,3.46,2.08,16.02,0.94,1.51,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,4,29.2,12.5,Negative,Medium,9.56,8.32,Global Events,25000,15.12
Sundaram LT Tax Advantage Fund,0,500,1.01,16,8,Rohit Seksaria,3.5,2.52,16.1,0.94,1.53,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,4.4,29.6,11.5,Positive,Low,1.33,9.56,Market Trends,15011,8.59
Sundaram Medium Term Bond Fund,250,5000,1.11,45,10,Dwijendra Srivastava,0.08,-0.16,2.44,1.03,0.05,3,Sundaram Mutual Fund,2,Debt,Medium Duration Funds,2.5,5,5.3,Positive,Low,1.02,7.89,Market Trends,3866,16.37
Sundaram Mid Cap Fund,100,100,1.04,7048,10,S Bharath,3.74,-1.14,16.07,0.87,1.53,6,Sundaram Mutual Fund,2,Equity,Mid Cap Mutual Funds,4.3,27.4,8.2,Neutral,High,6.59,6.95,Inflation,6898,16.4
Sundaram Money Market Fund,1000,1000,0.22,64,5,Sandeep Agarwal,4.91,1.87,0.44,0.96,1.34,1,Sundaram Mutual Fund,3,Debt,Money Market Funds,5.4,4.7,,Negative,High,9.43,3.52,Global Events,19395,9.69
Sundaram Multi Cap Fund,100,100,0.97,1795,10,Sudhir Kedia,3.06,2.11,15.69,0.9,1.48,6,Sundaram Mutual Fund,3,Equity,Multi Cap Funds,-2.2,28.1,11,Negative,Low,8.09,4.55,Interest Rates,40019,11.16
Sundaram Multi Cap Fund,0,5000,0.79,84,5,Rohit Seksaria,3.45,0.55,15.71,0.91,1.39,6,Sundaram Mutual Fund,0,Equity,Multi Cap Funds,1.5,25,,Positive,High,0.76,4.35,Market Trends,5006,8.15
Sundaram Multi Cap Fund,0,5000,0.79,143,5,Rohit Seksaria,3.46,0.55,15.69,0.91,1.39,6,Sundaram Mutual Fund,0,Equity,Multi Cap Funds,1.6,25,,Positive,Medium,2.79,8.45,Global Events,35393,19.65
Sundaram Nifty 100 Equal Weight Fund,500,100,0.46,52,10,Rohit Seksaria,2.51,-0.45,16.99,0.98,1.27,6,Sundaram Mutual Fund,2,Other,Index Funds,-3.1,26.2,8.2,Neutral,Medium,9.3,1.8,Global Events,11956,14.68
Sundaram Overnight Fund,1000,5000,0.07,1006,4,Sandeep Agarwal,-0.3,0.6,0.35,0.46,-0.05,2,Sundaram Mutual Fund,2,Debt,Overnight Mutual Funds,5.4,3.9,,Neutral,High,2.53,13.75,Interest Rates,51042,19.02
Sundaram Services Fund,750,100,0.93,2272,5,Rohit Seksaria,3.44,4.81,16.55,0.92,1.6,6,Sundaram Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,3.2,31.3,,Negative,Medium,7.81,10.81,Global Events,97199,9.55
Sundaram Short Duration Fund,2000,5000,0.28,200,10,Dwijendra Srivastava,2.28,2.16,4.82,-1.49,0.86,2,Sundaram Mutual Fund,5,Debt,Short Duration Funds,4.8,6.4,4.8,Negative,High,8.25,6.02,Global Events,7078,16.73
Sundaram Small Cap Fund,250,100,1.01,1962,10,Ravi Gopalakrishnan,3.47,6.06,18.08,0.83,1.88,6,Sundaram Mutual Fund,2,Equity,Small Cap Mutual Funds,1.6,44.9,9.3,Positive,Low,4.95,2.38,Global Events,30631,16.49
Sundaram Tax Savings Fund,500,500,1.76,930,10,Sudhir Kedia,3.24,1.74,15.82,0.92,1.48,6,Sundaram Mutual Fund,3,Equity,ELSS Mutual Funds,1.2,27.7,9.9,Negative,Low,3.86,13.23,Market Trends,96676,15.37
Sundaram Ultra Short Duration Fund,2000,1000,0.17,1412,10,Sandeep Agarwal,4.75,2.16,0.46,0.99,1.85,3,Sundaram Mutual Fund,3,Debt,Ultra Short Duration Funds,5.7,4.7,4.5,Neutral,Medium,4.5,12.36,Interest Rates,63901,19.48
Tata Arbitrage Fund,150,5000,0.28,5925,4,Sailesh Jain,1.97,1.94,0.75,0.69,1.36,1,Tata Mutual Fund,5,Hybrid,Arbitrage Mutual Funds,5.7,5,,Neutral,High,2.27,10.83,Global Events,70497,10.9
Tata Balanced Advantage Fund,150,5000,0.28,6396,4,RahulSingh,4.01,3.8,8.5,0.57,1.69,4,Tata Mutual Fund,4,Hybrid,Dynamic Asset Allocation or Balanced Advantage,5.8,18.7,,Positive,High,8.89,4.07,Global Events,95813,6.96
Tata Banking & Financial Services Fund,150,5000,0.59,1272,7,Sonam Udasi,2.2,1.61,21.31,0.81,1,6,Tata Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.9,23.2,12.6,Neutral,Medium,4.51,6.04,Market Trends,42574,15.08
Tata Banking & PSU Debt Fund,150,5000,0.23,262,3,Amit Somani,1.68,4.51,2.28,1.85,0.89,2,Tata Mutual Fund,3,Debt,Banking and PSU Mutual Funds,4,6.9,,Neutral,Low,8.82,1.54,Interest Rates,32417,15.94
Tata Digital India Fund,150,5000,0.31,6765,7,Meeta Shetty,2.29,6.11,22.78,0.92,1.37,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-16,39,22.1,Neutral,Medium,1.06,2.84,Inflation,89020,13.63
Tata Equity P/E Fund,150,5000,0.91,5119,10,Sonam Udasi,3.31,3.51,14.91,0.86,1.54,6,Tata Mutual Fund,2,Equity,Value Funds,6.6,27.8,10,Neutral,Low,9.88,11.75,Market Trends,84639,8.1
Tata Equity Saving Fund,150,5000,0.12,142,10,Sailesh Jain,3.37,2.17,5.15,0.81,1.54,4,Tata Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,3.4,12,7.5,Positive,High,4.43,10.73,Interest Rates,66006,12.57
Tata Ethical Fund,150,5000,0.94,1501,10,Abhinav Sharma,2.75,4.88,14.48,0.74,1.53,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-1.6,27.9,13.1,Positive,Low,0.48,8.9,Global Events,95881,9.68
Tata Flexi Cap Fund,150,5000,0.77,2096,5,Sonam Udasi,2.58,-1.52,13.88,0.79,1.23,6,Tata Mutual Fund,2,Equity,Flexi Cap Funds,-2.5,21.3,,Negative,Medium,0.38,13.44,Interest Rates,40454,11.41
Tata Floating Rate Fund,150,5000,0.3,225,2,Akhil Mittal,-,-,-,-,-,2,Tata Mutual Fund,4,Debt,Floater Mutual Funds,5.6,,,Neutral,High,7.46,8.75,Interest Rates,2587,14.68
Tata Focused Equity Fund,150,5000,0.46,1212,3,Meeta Shetty,3.06,1.14,16.67,0.96,1.43,6,Tata Mutual Fund,3,Equity,Focused Funds,0.4,28.4,,Negative,Medium,6.59,7,Interest Rates,55710,16.18
Tata Gilt Securities Fund,150,5000,0.9,256,10,Akhil Mittal,0.31,0.07,2.99,0.66,0.27,2,Tata Mutual Fund,2,Debt,Gilt Mutual Funds,5.2,4.8,6.9,Positive,Medium,8.02,5.11,Inflation,87567,8.48
Tata Hybrid Equity Fund,150,5000,1.05,3166,10,Chandraprakash Padiyar,3.25,2.77,12.35,0.84,1.47,6,Tata Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,6.2,22.8,10.5,Positive,Low,1.05,14.11,Interest Rates,92748,11.08
